rundir,bioboost,biospherism1,biospherism2,boostceil,credit,egoism1,egoism2,frame1,frame2,habitadjust,hedonism1,hedonism2,maxlinks,newsubcatapp,newsubcatstep,planning1,planning2,visits,split,rep,prep,biospheric.boost.ceiling,biospheric.boost.factor,credit.multiple.limit,habit.adjustment.factor,max.links,visits.per.step,appliance.elect.error,appliance.gas.error,space.heating.elect.error,space.heating.gas.error,space.heating.oil.error,water.heating.elect.error,water.heating.gas.error,water.heating.oil.error,appliance.elect.p.error,appliance.gas.p.error,space.heating.elect.p.error,space.heating.gas.p.error,space.heating.oil.p.error,water.heating.elect.p.error,water.heating.gas.p.error,water.heating.oil.p.error,appliance.elect.abs.error,appliance.gas.abs.error,space.heating.elect.abs.error,space.heating.gas.abs.error,space.heating.oil.abs.error,water.heating.elect.abs.error,water.heating.gas.abs.error,water.heating.oil.abs.error,calibration.error,abs.space.error,rel.space.error,abs.appliances.error,rel.appliances.error,abs.total.error,rel.total.error,abs.appliances.ratio.error,rel.appliances.ratio.error
fgridln08-0641,6.4262481646529,0.852038929096551,0.957551688784311,2256,7.38862991019456,0.638026571759767,3.6176217564286,0.259443272644681,0.739079304671727,0.54090892110321,2.32782482876152,3.83955351631234,11,2,3,11,13,5,0,3,1,2256,6.4262481646529,7.38862991019456,0.54090892110321,11,5,245155,34353,19411.34,1844850.451,0,5461,532812,0,1.24111518367016,1.26334951456311,0.296487605199248,1.10244646486377,NA,0.189756419611522,1.33265634848379,NA,245155,34353,19411.34,1844850.451,0,5461,532812,0,2682042.791,1864261.791,2.07210121365058,279508,2.2438056247775,2682042.791,2.12116301082227,0.00543140437645503,1.0578185709111
fgridln08-0641,6.4262481646529,0.852038929096551,0.957551688784311,2256,7.38862991019456,0.638026571759767,3.6176217564286,0.259443272644681,0.739079304671727,0.54090892110321,2.32782482876152,3.83955351631234,11,2,3,11,13,5,0,3,2,2256,6.4262481646529,7.38862991019456,0.54090892110321,11,5,257219,21034,12759.856,1883494.309,0,5461,542450,0,1.302190069256,0.773536334215946,0.194893250446763,1.12553927686796,NA,0.189756419611522,1.35676267845888,NA,257219,21034,12759.856,1883494.309,0,5461,542450,0,2722418.165,1896254.165,2.09049941456772,278253,2.23822089711641,2722418.165,2.13804095774721,0.00440158941558355,1.0468559496048
fgridln08-0641,6.4262481646529,0.852038929096551,0.957551688784311,2256,7.38862991019456,0.638026571759767,3.6176217564286,0.259443272644681,0.739079304671727,0.54090892110321,2.32782482876152,3.83955351631234,11,2,3,11,13,5,0,3,3,2256,6.4262481646529,7.38862991019456,0.54090892110321,11,5,237632,45497,19411.34,1919381.12,0,5461,561195,0,1.20302944392694,1.67317593409826,0.296487605199249,1.14698453163142,NA,0.189756419611522,1.40364721419067,NA,237632,45497,19411.34,1919381.12,0,5461,561195,0,2788577.46,1938792.46,2.11496237246145,283129,2.25991901032396,2788577.46,2.16569724817814,0.00408694000344663,1.04350643296291
fgridln08-0641,6.4262481646529,0.852038929096551,0.957551688784311,2256,7.38862991019456,0.638026571759767,3.6176217564286,0.259443272644681,0.739079304671727,0.54090892110321,2.32782482876152,3.83955351631234,11,2,3,11,13,5,0,3,4,2256,6.4262481646529,7.38862991019456,0.54090892110321,11,5,239975,29923,19411.34,1920774.213,0,5461,550959,0,1.21489105342027,1.10043395116211,0.296487605199249,1.14781701669938,NA,0.189756419611522,1.37804518123518,NA,239975,29923,19411.34,1920774.213,0,5461,550959,0,2766503.553,1940185.553,2.11576351353683,269898,2.20104129583482,2766503.553,2.15646978614219,0.00194159547646183,1.02066873831437
fgridln08-0641,6.4262481646529,0.852038929096551,0.957551688784311,2256,7.38862991019456,0.638026571759767,3.6176217564286,0.259443272644681,0.739079304671727,0.54090892110321,2.32782482876152,3.83955351631234,11,2,3,11,13,5,0,3,5,2256,6.4262481646529,7.38862991019456,0.54090892110321,11,5,230668,55736,15801.514,1791998.611,0,5461,529675,0,1.1677736827184,2.04972050603119,0.241351346397642,1.07086324133583,NA,0.189756419611522,1.32481016077556,NA,230668,55736,15801.514,1791998.611,0,5461,529675,0,2629340.125,1807800.125,2.03963119203904,286404,2.27449270202919,2629340.125,2.09913193813051,0.00784761117609206,1.0835396578525
fgridln08-0641,6.4262481646529,0.852038929096551,0.957551688784311,2256,7.38862991019456,0.638026571759767,3.6176217564286,0.259443272644681,0.739079304671727,0.54090892110321,2.32782482876152,3.83955351631234,11,2,3,11,13,5,0,3,6,2256,6.4262481646529,7.38862991019456,0.54090892110321,11,5,262319,17604,16977.034,1912149.005,0,5461,559164,0,1.32800919363331,0.647396293027361,0.259306166088803,1.14266276147877,NA,0.189756419611522,1.39856732664352,NA,262319,17604,16977.034,1912149.005,0,5461,559164,0,2773674.039,1929126.039,2.10940339907274,279923,2.24565236739053,2773674.039,2.15946723409485,0.00374913020630772,1.03991036860154
fgridln08-0641,6.4262481646529,0.852038929096551,0.957551688784311,2256,7.38862991019456,0.638026571759767,3.6176217564286,0.259443272644681,0.739079304671727,0.54090892110321,2.32782482876152,3.83955351631234,11,2,3,11,13,5,0,3,7,2256,6.4262481646529,7.38862991019456,0.54090892110321,11,5,250731,42025,15125.59,1848591.352,0,5461,549580,0,1.26934409298935,1.54549132097676,0.231027325075224,1.10468195396838,NA,0.189756419611522,1.37459606014827,NA,250731,42025,15125.59,1848591.352,0,5461,549580,0,2711513.942,1863716.942,2.07178788143674,292756,2.30275898896404,2711513.942,2.13348271149909,0.00745335413862934,1.07934269940533
fgridln08-0641,6.4262481646529,0.852038929096551,0.957551688784311,2256,7.38862991019456,0.638026571759767,3.6176217564286,0.259443272644681,0.739079304671727,0.54090892110321,2.32782482876152,3.83955351631234,11,2,3,11,13,5,0,3,8,2256,6.4262481646529,7.38862991019456,0.54090892110321,11,5,230801,56530,11515.764,1951652.78,0,5461,562987,0,1.16844700498157,2.07892027066784,0.175891066273618,1.16626944302519,NA,0.189756419611522,1.40812932078077,NA,230801,56530,11515.764,1951652.78,0,5461,562987,0,2818947.544,1963168.544,2.12898059102207,287331,2.27861783552866,2818947.544,2.17839272601713,0.00432200381687027,1.04600874227797
fgridln08-0641,6.4262481646529,0.852038929096551,0.957551688784311,2256,7.38862991019456,0.638026571759767,3.6176217564286,0.259443272644681,0.739079304671727,0.54090892110321,2.32782482876152,3.83955351631234,11,2,3,11,13,5,0,6,1,2256,6.4262481646529,7.38862991019456,0.54090892110321,11,5,229684,69907,13695.374,1750788.782,0,5461,525067,0,1.1627921104856,2.57086643130332,0.209182294450978,1.04623705536284,NA,0.189756419611522,1.3132847438296,NA,229684,69907,13695.374,1750788.782,0,5461,525067,0,2594603.156,1764484.156,2.01472100873778,299591,2.33317461730153,2594603.156,2.08461098981397,0.0112010140012929,1.11923741585462
fgridln08-0641,6.4262481646529,0.852038929096551,0.957551688784311,2256,7.38862991019456,0.638026571759767,3.6176217564286,0.259443272644681,0.739079304671727,0.54090892110321,2.32782482876152,3.83955351631234,11,2,3,11,13,5,0,6,2,2256,6.4262481646529,7.38862991019456,0.54090892110321,11,5,229707,61590,17481.528,1921645.906,0,5461,544484,0,1.16290854967397,2.26500441306267,0.267011776206259,1.14833792334836,NA,0.189756419611522,1.36185006953268,NA,229707,61590,17481.528,1921645.906,0,5461,544484,0,2780369.434,1939127.434,2.1151550095866,291297,2.29626646493414,2780369.434,2.162266081765,0.00582159098196092,1.06197219865732
