rundir,bioboost,biospherism1,biospherism2,boostceil,credit,egoism1,egoism2,frame1,frame2,habitadjust,hedonism1,hedonism2,maxlinks,newsubcatapp,newsubcatstep,planning1,planning2,visits,split,rep,prep,biospheric.boost.ceiling,biospheric.boost.factor,credit.multiple.limit,habit.adjustment.factor,max.links,visits.per.step,appliance.elect.error,appliance.gas.error,space.heating.elect.error,space.heating.gas.error,space.heating.oil.error,water.heating.elect.error,water.heating.gas.error,water.heating.oil.error,appliance.elect.p.error,appliance.gas.p.error,space.heating.elect.p.error,space.heating.gas.p.error,space.heating.oil.p.error,water.heating.elect.p.error,water.heating.gas.p.error,water.heating.oil.p.error,appliance.elect.abs.error,appliance.gas.abs.error,space.heating.elect.abs.error,space.heating.gas.abs.error,space.heating.oil.abs.error,water.heating.elect.abs.error,water.heating.gas.abs.error,water.heating.oil.abs.error,calibration.error,abs.space.error,rel.space.error,abs.appliances.error,rel.appliances.error,abs.total.error,rel.total.error,abs.appliances.ratio.error,rel.appliances.ratio.error
fgridln09-0641,3.47183170336397,0.631689494333358,0.997767003883639,1619,2.75204661920039,4.70709647510368,4.87046274125451,0.675264254951877,0.738966096843224,0.867889269779653,0.44617926477164,1.33381619087241,7,5,3,9,13,3,0,6,1,1619,3.47183170336397,2.75204661920039,0.867889269779653,7,3,37920,53591,10981.882,1472250.254,0,5461,567203,0,0.191972783605362,1.97083701088555,0.167736585663882,0.879787891228416,NA,0.189756419611522,1.41867427691015,NA,37920,53591,10981.882,1472250.254,0,5461,567203,0,2147407.136,1483232.136,1.8529783643091,91511,1.40722232111072,2147407.136,1.89767152788838,0.0242782723879069,0.741552107638244
fgridln09-0641,3.47183170336397,0.631689494333358,0.997767003883639,1619,2.75204661920039,4.70709647510368,4.87046274125451,0.675264254951877,0.738966096843224,0.867889269779653,0.44617926477164,1.33381619087241,7,5,3,9,13,3,0,6,2,1619,3.47183170336397,2.75204661920039,0.867889269779653,7,3,44172,55311,14694.566,1527104.602,0,5461,560447,0,0.223623992547892,2.03409090909091,0.224443891188465,0.912567774281932,NA,0.189756419611522,1.40177633487739,NA,44172,55311,14694.566,1527104.602,0,5461,560447,0,2207190.168,1541799.168,1.88665914154234,99483,1.44269757920968,2207190.168,1.92266237605013,0.0234504478980157,0.75036449310124
fgridln09-0641,3.47183170336397,0.631689494333358,0.997767003883639,1619,2.75204661920039,4.70709647510368,4.87046274125451,0.675264254951877,0.738966096843224,0.867889269779653,0.44617926477164,1.33381619087241,7,5,3,9,13,3,0,6,3,1619,3.47183170336397,2.75204661920039,0.867889269779653,7,3,36601,53657,14694.566,1483674.67,0,5461,565742,0,0.185295249281115,1.97326419535157,0.224443891188465,0.886614898276877,NA,0.189756419611522,1.41502005942793,NA,36601,53657,14694.566,1483674.67,0,5461,565742,0,2159830.236,1498369.236,1.86168342030472,90258,1.40164649341403,2159830.236,1.90286470386845,0.0247436472617183,0.736598083176661
fgridln09-0641,3.47183170336397,0.631689494333358,0.997767003883639,1619,2.75204661920039,4.70709647510368,4.87046274125451,0.675264254951877,0.738966096843224,0.867889269779653,0.44617926477164,1.33381619087241,7,5,3,9,13,3,0,6,4,1619,3.47183170336397,2.75204661920039,0.867889269779653,7,3,37504,57280,14694.566,1405460.071,0,5461,544748,0,0.189866753067919,2.10650191232715,0.224443891188465,0.8398753871574,NA,0.189756419611522,1.36251037987854,NA,37504,57280,14694.566,1405460.071,0,5461,544748,0,2065147.637,1420154.637,1.81670370398059,94784,1.42178711285155,2065147.637,1.86328493723552,0.0222584070058225,0.763054047418532
fgridln09-0641,3.47183170336397,0.631689494333358,0.997767003883639,1619,2.75204661920039,4.70709647510368,4.87046274125451,0.675264254951877,0.738966096843224,0.867889269779653,0.44617926477164,1.33381619087241,7,5,3,9,13,3,0,6,5,1619,3.47183170336397,2.75204661920039,0.867889269779653,7,3,46391,62968,13141.9,1451537.112,0,5461,547965,0,0.234857842938723,2.31568108267137,0.20072856684639,0.867410123609505,NA,0.189756419611522,1.37055666163097,NA,46391,62968,13141.9,1451537.112,0,5461,547965,0,2127464.012,1464679.012,1.84230881840443,109359,1.48664560341759,2127464.012,1.88933478806302,0.0200219249481896,0.786861922413295
fgridln09-0641,3.47183170336397,0.631689494333358,0.997767003883639,1619,2.75204661920039,4.70709647510368,4.87046274125451,0.675264254951877,0.738966096843224,0.867889269779653,0.44617926477164,1.33381619087241,7,5,3,9,13,3,0,6,6,1619,3.47183170336397,2.75204661920039,0.867889269779653,7,3,47966,47294,10462.694,1465138.657,0,5461,546248,0,0.242831396055243,1.73926154751397,0.159806540300285,0.875538140270046,NA,0.189756419611522,1.36626214320731,NA,47966,47294,10462.694,1465138.657,0,5461,546248,0,2122570.351,1475601.351,1.84859004615599,95260,1.42390530437878,2122570.351,1.88728911164089,0.0230646678050589,0.75447121248995
fgridln09-0641,3.47183170336397,0.631689494333358,0.997767003883639,1619,2.75204661920039,4.70709647510368,4.87046274125451,0.675264254951877,0.738966096843224,0.867889269779653,0.44617926477164,1.33381619087241,7,5,3,9,13,3,0,6,7,1619,3.47183170336397,2.75204661920039,0.867889269779653,7,3,43270,47578,14694.566,1375691.984,0,5461,546685,0,0.219057551334494,1.7497057958223,0.224443891188465,0.822086561910823,NA,0.189756419611522,1.36735515692375,NA,43270,47578,14694.566,1375691.984,0,5461,546685,0,2033380.55,1390386.55,1.79958464787226,90848,1.40427198291207,2033380.55,1.85000547613763,0.0226332562170665,0.759063689824236
fgridln09-0641,3.47183170336397,0.631689494333358,0.997767003883639,1619,2.75204661920039,4.70709647510368,4.87046274125451,0.675264254951877,0.738966096843224,0.867889269779653,0.44617926477164,1.33381619087241,7,5,3,9,13,3,0,6,8,1619,3.47183170336397,2.75204661920039,0.867889269779653,7,3,44694,57691,10462.694,1512501.753,0,5461,569140,0,0.22626665586651,2.12161665195646,0.159806540300285,0.903841397979581,NA,0.189756419611522,1.42351905395536,NA,44694,57691,10462.694,1512501.753,0,5461,569140,0,2199950.447,1522964.447,1.87582765460185,102385,1.45561142755429,2199950.447,1.91963598608309,0.0227073716591381,0.758274713595251
fgridln09-0641,3.47183170336397,0.631689494333358,0.997767003883639,1619,2.75204661920039,4.70709647510368,4.87046274125451,0.675264254951877,0.738966096843224,0.867889269779653,0.44617926477164,1.33381619087241,7,5,3,9,13,3,0,7,1,1619,3.47183170336397,2.75204661920039,0.867889269779653,7,3,38172,51343,12079.034,1512906.639,0,5461,574247,0,0.193248552104006,1.88816563695204,0.184494417375632,0.90408334991619,NA,0.189756419611522,1.43629255750203,NA,38172,51343,12079.034,1512906.639,0,5461,574247,0,2194208.673,1524985.673,1.87699002292272,89515,1.39834015663937,2194208.673,1.91723577656857,0.0254243152534337,0.729352213081531
fgridln09-0641,3.47183170336397,0.631689494333358,0.997767003883639,1619,2.75204661920039,4.70709647510368,4.87046274125451,0.675264254951877,0.738966096843224,0.867889269779653,0.44617926477164,1.33381619087241,7,5,3,9,13,3,0,7,2,1619,3.47183170336397,2.75204661920039,0.867889269779653,7,3,44692,53337,12079.034,1459835.006,0,5461,556573,0,0.226256530719695,1.9614960282436,0.184494417375632,0.872368782400062,NA,0.189756419611522,1.39208678078697,NA,44692,53337,12079.034,1459835.006,0,5461,556573,0,2131977.04,1471914.04,1.84646954429445,98029,1.43622730509078,2131977.04,1.89122135008112,0.0225999841929664,0.759417878308733
