appliance,category,subcategory,household,dwelling,tenure,purpose,mode,fuel,units 1,units 2,units 3,units 4
gas-condensing-boiler-A,heating,gas-conboiler-sub,household,flat-non-top-solid-3,*,water-heating,*,water-heating-gas,961,961,961,961
gas-condensing-boiler-A,heating,gas-conboiler-sub,household,flat-non-top-solid-4,*,water-heating,*,water-heating-gas,961,961,961,961
gas-condensing-boiler-A,heating,gas-conboiler-sub,household,flat-non-top-solid-5,*,water-heating,*,water-heating-gas,961,961,961,961
gas-condensing-boiler-A,heating,gas-conboiler-sub,household,flat-non-top-solid-6+,*,water-heating,*,water-heating-gas,961,961,961,961
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-det-cavity-1,*,water-heating,*,water-heating-gas,964,964,964,964
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-det-cavity-2,*,water-heating,*,water-heating-gas,964,964,964,964
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-det-cavity-3,*,water-heating,*,water-heating-gas,964,964,964,964
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-det-cavity-4,*,water-heating,*,water-heating-gas,964,964,964,964
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-det-cavity-5,*,water-heating,*,water-heating-gas,964,964,964,964
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-det-cavity-6+,*,water-heating,*,water-heating-gas,964,964,964,964
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-det-solid-1,*,water-heating,*,water-heating-gas,964,964,964,964
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-det-solid-2,*,water-heating,*,water-heating-gas,964,964,964,964
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-det-solid-3,*,water-heating,*,water-heating-gas,964,964,964,964
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-det-solid-4,*,water-heating,*,water-heating-gas,964,964,964,964
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-det-solid-5,*,water-heating,*,water-heating-gas,964,964,964,964
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-det-solid-6+,*,water-heating,*,water-heating-gas,964,964,964,964
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-semi-cavity-1,*,water-heating,*,water-heating-gas,1010,1010,1010,1010
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-semi-cavity-2,*,water-heating,*,water-heating-gas,1010,1010,1010,1010
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-semi-cavity-3,*,water-heating,*,water-heating-gas,1010,1010,1010,1010
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-semi-cavity-4,*,water-heating,*,water-heating-gas,1010,1010,1010,1010
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-semi-cavity-5,*,water-heating,*,water-heating-gas,1010,1010,1010,1010
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-semi-cavity-6+,*,water-heating,*,water-heating-gas,1010,1010,1010,1010
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-semi-solid-1,*,water-heating,*,water-heating-gas,1010,1010,1010,1010
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-semi-solid-2,*,water-heating,*,water-heating-gas,1010,1010,1010,1010
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-semi-solid-3,*,water-heating,*,water-heating-gas,1010,1010,1010,1010
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-semi-solid-4,*,water-heating,*,water-heating-gas,1010,1010,1010,1010
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-semi-solid-5,*,water-heating,*,water-heating-gas,1010,1010,1010,1010
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,bung-semi-solid-6+,*,water-heating,*,water-heating-gas,1010,1010,1010,1010
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-det-cavity-1,*,water-heating,*,water-heating-gas,942,942,942,942
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-det-cavity-2,*,water-heating,*,water-heating-gas,942,942,942,942
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-det-cavity-3,*,water-heating,*,water-heating-gas,942,942,942,942
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-det-cavity-4,*,water-heating,*,water-heating-gas,942,942,942,942
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-det-cavity-5,*,water-heating,*,water-heating-gas,942,942,942,942
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-det-cavity-6+,*,water-heating,*,water-heating-gas,942,942,942,942
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-det-solid-1,*,water-heating,*,water-heating-gas,942,942,942,942
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-det-solid-2,*,water-heating,*,water-heating-gas,942,942,942,942
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-det-solid-3,*,water-heating,*,water-heating-gas,942,942,942,942
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-det-solid-4,*,water-heating,*,water-heating-gas,942,942,942,942
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-det-solid-5,*,water-heating,*,water-heating-gas,942,942,942,942
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-det-solid-6+,*,water-heating,*,water-heating-gas,942,942,942,942
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-semi-cavity-1,*,water-heating,*,water-heating-gas,1002,1002,1002,1002
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-semi-cavity-2,*,water-heating,*,water-heating-gas,1002,1002,1002,1002
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-semi-cavity-3,*,water-heating,*,water-heating-gas,1002,1002,1002,1002
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-semi-cavity-4,*,water-heating,*,water-heating-gas,1002,1002,1002,1002
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-semi-cavity-5,*,water-heating,*,water-heating-gas,1002,1002,1002,1002
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-semi-cavity-6+,*,water-heating,*,water-heating-gas,1002,1002,1002,1002
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-semi-solid-1,*,water-heating,*,water-heating-gas,1002,1002,1002,1002
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-semi-solid-2,*,water-heating,*,water-heating-gas,1002,1002,1002,1002
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-semi-solid-3,*,water-heating,*,water-heating-gas,1002,1002,1002,1002
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-semi-solid-4,*,water-heating,*,water-heating-gas,1002,1002,1002,1002
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-semi-solid-5,*,water-heating,*,water-heating-gas,1002,1002,1002,1002
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-semi-solid-6+,*,water-heating,*,water-heating-gas,1002,1002,1002,1002
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-mid-cavity-1,*,water-heating,*,water-heating-gas,968,968,968,968
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-mid-cavity-2,*,water-heating,*,water-heating-gas,968,968,968,968
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-mid-cavity-3,*,water-heating,*,water-heating-gas,968,968,968,968
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-mid-cavity-4,*,water-heating,*,water-heating-gas,968,968,968,968
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-mid-cavity-5,*,water-heating,*,water-heating-gas,968,968,968,968
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-mid-cavity-6+,*,water-heating,*,water-heating-gas,968,968,968,968
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-mid-solid-1,*,water-heating,*,water-heating-gas,968,968,968,968
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-mid-solid-2,*,water-heating,*,water-heating-gas,968,968,968,968
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-mid-solid-3,*,water-heating,*,water-heating-gas,968,968,968,968
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-mid-solid-4,*,water-heating,*,water-heating-gas,968,968,968,968
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-mid-solid-5,*,water-heating,*,water-heating-gas,968,968,968,968
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-mid-solid-6+,*,water-heating,*,water-heating-gas,968,968,968,968
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-end-cavity-1,*,water-heating,*,water-heating-gas,963,963,963,963
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-end-cavity-2,*,water-heating,*,water-heating-gas,963,963,963,963
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-end-cavity-3,*,water-heating,*,water-heating-gas,963,963,963,963
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-end-cavity-4,*,water-heating,*,water-heating-gas,963,963,963,963
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-end-cavity-5,*,water-heating,*,water-heating-gas,963,963,963,963
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-end-cavity-6+,*,water-heating,*,water-heating-gas,963,963,963,963
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-end-solid-1,*,water-heating,*,water-heating-gas,963,963,963,963
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-end-solid-2,*,water-heating,*,water-heating-gas,963,963,963,963
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-end-solid-3,*,water-heating,*,water-heating-gas,963,963,963,963
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-end-solid-4,*,water-heating,*,water-heating-gas,963,963,963,963
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-end-solid-5,*,water-heating,*,water-heating-gas,963,963,963,963
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,house-end-solid-6+,*,water-heating,*,water-heating-gas,963,963,963,963
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-top-cavity-1,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-top-cavity-2,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-top-cavity-3,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-top-cavity-4,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-top-cavity-5,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-top-cavity-6+,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-top-solid-1,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-top-solid-2,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-top-solid-3,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-top-solid-4,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-top-solid-5,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-top-solid-6+,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-non-top-cavity-1,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-non-top-cavity-2,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-non-top-cavity-3,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-non-top-cavity-4,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-non-top-cavity-5,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-non-top-cavity-6+,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-non-top-solid-1,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-non-top-solid-2,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-non-top-solid-3,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-non-top-solid-4,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-non-top-solid-5,*,water-heating,*,water-heating-gas,983,983,983,983
gas-condensing-boiler-B,heating,gas-conboiler-sub,household,flat-non-top-solid-6+,*,water-heating,*,water-heating-gas,983,983,983,983
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-det-cavity-1,*,water-heating,*,water-heating-oil,998,998,998,998
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-det-cavity-2,*,water-heating,*,water-heating-oil,998,998,998,998
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-det-cavity-3,*,water-heating,*,water-heating-oil,998,998,998,998
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-det-cavity-4,*,water-heating,*,water-heating-oil,998,998,998,998
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-det-cavity-5,*,water-heating,*,water-heating-oil,998,998,998,998
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-det-cavity-6+,*,water-heating,*,water-heating-oil,998,998,998,998
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-det-solid-1,*,water-heating,*,water-heating-oil,998,998,998,998
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-det-solid-2,*,water-heating,*,water-heating-oil,998,998,998,998
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-det-solid-3,*,water-heating,*,water-heating-oil,998,998,998,998
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-det-solid-4,*,water-heating,*,water-heating-oil,998,998,998,998
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-det-solid-5,*,water-heating,*,water-heating-oil,998,998,998,998
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-det-solid-6+,*,water-heating,*,water-heating-oil,998,998,998,998
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-semi-cavity-1,*,water-heating,*,water-heating-oil,1045,1045,1045,1045
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-semi-cavity-2,*,water-heating,*,water-heating-oil,1045,1045,1045,1045
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-semi-cavity-3,*,water-heating,*,water-heating-oil,1045,1045,1045,1045
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-semi-cavity-4,*,water-heating,*,water-heating-oil,1045,1045,1045,1045
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-semi-cavity-5,*,water-heating,*,water-heating-oil,1045,1045,1045,1045
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-semi-cavity-6+,*,water-heating,*,water-heating-oil,1045,1045,1045,1045
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-semi-solid-1,*,water-heating,*,water-heating-oil,1045,1045,1045,1045
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-semi-solid-2,*,water-heating,*,water-heating-oil,1045,1045,1045,1045
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-semi-solid-3,*,water-heating,*,water-heating-oil,1045,1045,1045,1045
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-semi-solid-4,*,water-heating,*,water-heating-oil,1045,1045,1045,1045
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-semi-solid-5,*,water-heating,*,water-heating-oil,1045,1045,1045,1045
oil-standard-boiler-C,heating,oil-boiler-sub,household,bung-semi-solid-6+,*,water-heating,*,water-heating-oil,1045,1045,1045,1045
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-det-cavity-1,*,water-heating,*,water-heating-oil,975,975,975,975
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-det-cavity-2,*,water-heating,*,water-heating-oil,975,975,975,975
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-det-cavity-3,*,water-heating,*,water-heating-oil,975,975,975,975
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-det-cavity-4,*,water-heating,*,water-heating-oil,975,975,975,975
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-det-cavity-5,*,water-heating,*,water-heating-oil,975,975,975,975
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-det-cavity-6+,*,water-heating,*,water-heating-oil,975,975,975,975
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-det-solid-1,*,water-heating,*,water-heating-oil,975,975,975,975
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-det-solid-2,*,water-heating,*,water-heating-oil,975,975,975,975
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-det-solid-3,*,water-heating,*,water-heating-oil,975,975,975,975
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-det-solid-4,*,water-heating,*,water-heating-oil,975,975,975,975
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-det-solid-5,*,water-heating,*,water-heating-oil,975,975,975,975
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-det-solid-6+,*,water-heating,*,water-heating-oil,975,975,975,975
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-semi-cavity-1,*,water-heating,*,water-heating-oil,1037,1037,1037,1037
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-semi-cavity-2,*,water-heating,*,water-heating-oil,1037,1037,1037,1037
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-semi-cavity-3,*,water-heating,*,water-heating-oil,1037,1037,1037,1037
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-semi-cavity-4,*,water-heating,*,water-heating-oil,1037,1037,1037,1037
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-semi-cavity-5,*,water-heating,*,water-heating-oil,1037,1037,1037,1037
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-semi-cavity-6+,*,water-heating,*,water-heating-oil,1037,1037,1037,1037
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-semi-solid-1,*,water-heating,*,water-heating-oil,1037,1037,1037,1037
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-semi-solid-2,*,water-heating,*,water-heating-oil,1037,1037,1037,1037
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-semi-solid-3,*,water-heating,*,water-heating-oil,1037,1037,1037,1037
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-semi-solid-4,*,water-heating,*,water-heating-oil,1037,1037,1037,1037
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-semi-solid-5,*,water-heating,*,water-heating-oil,1037,1037,1037,1037
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-semi-solid-6+,*,water-heating,*,water-heating-oil,1037,1037,1037,1037
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-mid-cavity-1,*,water-heating,*,water-heating-oil,1002,1002,1002,1002
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-mid-cavity-2,*,water-heating,*,water-heating-oil,1002,1002,1002,1002
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-mid-cavity-3,*,water-heating,*,water-heating-oil,1002,1002,1002,1002
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-mid-cavity-4,*,water-heating,*,water-heating-oil,1002,1002,1002,1002
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-mid-cavity-5,*,water-heating,*,water-heating-oil,1002,1002,1002,1002
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-mid-cavity-6+,*,water-heating,*,water-heating-oil,1002,1002,1002,1002
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-mid-solid-1,*,water-heating,*,water-heating-oil,1002,1002,1002,1002
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-mid-solid-2,*,water-heating,*,water-heating-oil,1002,1002,1002,1002
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-mid-solid-3,*,water-heating,*,water-heating-oil,1002,1002,1002,1002
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-mid-solid-4,*,water-heating,*,water-heating-oil,1002,1002,1002,1002
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-mid-solid-5,*,water-heating,*,water-heating-oil,1002,1002,1002,1002
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-mid-solid-6+,*,water-heating,*,water-heating-oil,1002,1002,1002,1002
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-end-cavity-1,*,water-heating,*,water-heating-oil,997,997,997,997
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-end-cavity-2,*,water-heating,*,water-heating-oil,997,997,997,997
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-end-cavity-3,*,water-heating,*,water-heating-oil,997,997,997,997
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-end-cavity-4,*,water-heating,*,water-heating-oil,997,997,997,997
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-end-cavity-5,*,water-heating,*,water-heating-oil,997,997,997,997
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-end-cavity-6+,*,water-heating,*,water-heating-oil,997,997,997,997
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-end-solid-1,*,water-heating,*,water-heating-oil,997,997,997,997
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-end-solid-2,*,water-heating,*,water-heating-oil,997,997,997,997
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-end-solid-3,*,water-heating,*,water-heating-oil,997,997,997,997
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-end-solid-4,*,water-heating,*,water-heating-oil,997,997,997,997
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-end-solid-5,*,water-heating,*,water-heating-oil,997,997,997,997
oil-standard-boiler-C,heating,oil-boiler-sub,household,house-end-solid-6+,*,water-heating,*,water-heating-oil,997,997,997,997
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-top-cavity-1,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-top-cavity-2,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-top-cavity-3,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-top-cavity-4,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-top-cavity-5,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-top-cavity-6+,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-top-solid-1,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-top-solid-2,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-top-solid-3,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-top-solid-4,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-top-solid-5,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-top-solid-6+,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-non-top-cavity-1,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-non-top-cavity-2,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-non-top-cavity-3,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-non-top-cavity-4,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-non-top-cavity-5,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-non-top-cavity-6+,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-non-top-solid-1,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-non-top-solid-2,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-non-top-solid-3,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-non-top-solid-4,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-non-top-solid-5,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-C,heating,oil-boiler-sub,household,flat-non-top-solid-6+,*,water-heating,*,water-heating-oil,1017,1017,1017,1017
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-det-cavity-1,*,water-heating,*,water-heating-oil,1061,1061,1061,1061
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-det-cavity-2,*,water-heating,*,water-heating-oil,1061,1061,1061,1061
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-det-cavity-3,*,water-heating,*,water-heating-oil,1061,1061,1061,1061
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-det-cavity-4,*,water-heating,*,water-heating-oil,1061,1061,1061,1061
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-det-cavity-5,*,water-heating,*,water-heating-oil,1061,1061,1061,1061
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-det-cavity-6+,*,water-heating,*,water-heating-oil,1061,1061,1061,1061
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-det-solid-1,*,water-heating,*,water-heating-oil,1061,1061,1061,1061
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-det-solid-2,*,water-heating,*,water-heating-oil,1061,1061,1061,1061
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-det-solid-3,*,water-heating,*,water-heating-oil,1061,1061,1061,1061
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-det-solid-4,*,water-heating,*,water-heating-oil,1061,1061,1061,1061
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-det-solid-5,*,water-heating,*,water-heating-oil,1061,1061,1061,1061
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-det-solid-6+,*,water-heating,*,water-heating-oil,1061,1061,1061,1061
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-semi-cavity-1,*,water-heating,*,water-heating-oil,1111,1111,1111,1111
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-semi-cavity-2,*,water-heating,*,water-heating-oil,1111,1111,1111,1111
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-semi-cavity-3,*,water-heating,*,water-heating-oil,1111,1111,1111,1111
oil-standard-boiler-D,heating,oil-boiler-sub,household,bung-semi-cavity-4,*,water-heating,*,water-heating-oil,1111,1111,1111,1111
