appliance,category,subcategory,household,dwelling,tenure,purpose,mode,fuel,units 1,units 2,units 3,units 4
gas-condensing-boiler-A2,heating,gas-conboiler-sub,household,flat-non-top-solid-2,*,water-heating,*,water-heating-gas,961,961,961,961
gas-condensing-boiler-A2,heating,gas-conboiler-sub,household,flat-non-top-solid-3,*,water-heating,*,water-heating-gas,961,961,961,961
gas-condensing-boiler-A2,heating,gas-conboiler-sub,household,flat-non-top-solid-4,*,water-heating,*,water-heating-gas,961,961,961,961
gas-condensing-boiler-A2,heating,gas-conboiler-sub,household,flat-non-top-solid-5,*,water-heating,*,water-heating-gas,961,961,961,961
gas-condensing-boiler-A2,heating,gas-conboiler-sub,household,flat-non-top-solid-6+,*,water-heating,*,water-heating-gas,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,*,*,space-heating,*,space-heating-oil,2041,680,680,2041
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-det-cavity-1,*,water-heating,*,water-heating-oil,943,943,943,943
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-det-cavity-2,*,water-heating,*,water-heating-oil,943,943,943,943
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-det-cavity-3,*,water-heating,*,water-heating-oil,943,943,943,943
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-det-cavity-4,*,water-heating,*,water-heating-oil,943,943,943,943
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-det-cavity-5,*,water-heating,*,water-heating-oil,943,943,943,943
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-det-cavity-6+,*,water-heating,*,water-heating-oil,943,943,943,943
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-det-solid-1,*,water-heating,*,water-heating-oil,943,943,943,943
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-det-solid-2,*,water-heating,*,water-heating-oil,943,943,943,943
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-det-solid-3,*,water-heating,*,water-heating-oil,943,943,943,943
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-det-solid-4,*,water-heating,*,water-heating-oil,943,943,943,943
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-det-solid-5,*,water-heating,*,water-heating-oil,943,943,943,943
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-det-solid-6+,*,water-heating,*,water-heating-oil,943,943,943,943
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-semi-cavity-1,*,water-heating,*,water-heating-oil,987,987,987,987
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-semi-cavity-2,*,water-heating,*,water-heating-oil,987,987,987,987
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-semi-cavity-3,*,water-heating,*,water-heating-oil,987,987,987,987
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-semi-cavity-4,*,water-heating,*,water-heating-oil,987,987,987,987
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-semi-cavity-5,*,water-heating,*,water-heating-oil,987,987,987,987
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-semi-cavity-6+,*,water-heating,*,water-heating-oil,987,987,987,987
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-semi-solid-1,*,water-heating,*,water-heating-oil,987,987,987,987
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-semi-solid-2,*,water-heating,*,water-heating-oil,987,987,987,987
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-semi-solid-3,*,water-heating,*,water-heating-oil,987,987,987,987
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-semi-solid-4,*,water-heating,*,water-heating-oil,987,987,987,987
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-semi-solid-5,*,water-heating,*,water-heating-oil,987,987,987,987
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,bung-semi-solid-6+,*,water-heating,*,water-heating-oil,987,987,987,987
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-det-cavity-1,*,water-heating,*,water-heating-oil,921,921,921,921
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-det-cavity-2,*,water-heating,*,water-heating-oil,921,921,921,921
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-det-cavity-3,*,water-heating,*,water-heating-oil,921,921,921,921
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-det-cavity-4,*,water-heating,*,water-heating-oil,921,921,921,921
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-det-cavity-5,*,water-heating,*,water-heating-oil,921,921,921,921
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-det-cavity-6+,*,water-heating,*,water-heating-oil,921,921,921,921
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-det-solid-1,*,water-heating,*,water-heating-oil,921,921,921,921
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-det-solid-2,*,water-heating,*,water-heating-oil,921,921,921,921
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-det-solid-3,*,water-heating,*,water-heating-oil,921,921,921,921
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-det-solid-4,*,water-heating,*,water-heating-oil,921,921,921,921
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-det-solid-5,*,water-heating,*,water-heating-oil,921,921,921,921
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-det-solid-6+,*,water-heating,*,water-heating-oil,921,921,921,921
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-semi-cavity-1,*,water-heating,*,water-heating-oil,980,980,980,980
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-semi-cavity-2,*,water-heating,*,water-heating-oil,980,980,980,980
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-semi-cavity-3,*,water-heating,*,water-heating-oil,980,980,980,980
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-semi-cavity-4,*,water-heating,*,water-heating-oil,980,980,980,980
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-semi-cavity-5,*,water-heating,*,water-heating-oil,980,980,980,980
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-semi-cavity-6+,*,water-heating,*,water-heating-oil,980,980,980,980
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-semi-solid-1,*,water-heating,*,water-heating-oil,980,980,980,980
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-semi-solid-2,*,water-heating,*,water-heating-oil,980,980,980,980
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-semi-solid-3,*,water-heating,*,water-heating-oil,980,980,980,980
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-semi-solid-4,*,water-heating,*,water-heating-oil,980,980,980,980
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-semi-solid-5,*,water-heating,*,water-heating-oil,980,980,980,980
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-semi-solid-6+,*,water-heating,*,water-heating-oil,980,980,980,980
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-mid-cavity-1,*,water-heating,*,water-heating-oil,946,946,946,946
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-mid-cavity-2,*,water-heating,*,water-heating-oil,946,946,946,946
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-mid-cavity-3,*,water-heating,*,water-heating-oil,946,946,946,946
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-mid-cavity-4,*,water-heating,*,water-heating-oil,946,946,946,946
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-mid-cavity-5,*,water-heating,*,water-heating-oil,946,946,946,946
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-mid-cavity-6+,*,water-heating,*,water-heating-oil,946,946,946,946
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-mid-solid-1,*,water-heating,*,water-heating-oil,946,946,946,946
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-mid-solid-2,*,water-heating,*,water-heating-oil,946,946,946,946
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-mid-solid-3,*,water-heating,*,water-heating-oil,946,946,946,946
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-mid-solid-4,*,water-heating,*,water-heating-oil,946,946,946,946
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-mid-solid-5,*,water-heating,*,water-heating-oil,946,946,946,946
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-mid-solid-6+,*,water-heating,*,water-heating-oil,946,946,946,946
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-end-cavity-1,*,water-heating,*,water-heating-oil,941,941,941,941
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-end-cavity-2,*,water-heating,*,water-heating-oil,941,941,941,941
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-end-cavity-3,*,water-heating,*,water-heating-oil,941,941,941,941
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-end-cavity-4,*,water-heating,*,water-heating-oil,941,941,941,941
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-end-cavity-5,*,water-heating,*,water-heating-oil,941,941,941,941
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-end-cavity-6+,*,water-heating,*,water-heating-oil,941,941,941,941
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-end-solid-1,*,water-heating,*,water-heating-oil,941,941,941,941
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-end-solid-2,*,water-heating,*,water-heating-oil,941,941,941,941
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-end-solid-3,*,water-heating,*,water-heating-oil,941,941,941,941
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-end-solid-4,*,water-heating,*,water-heating-oil,941,941,941,941
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-end-solid-5,*,water-heating,*,water-heating-oil,941,941,941,941
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,house-end-solid-6+,*,water-heating,*,water-heating-oil,941,941,941,941
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-top-cavity-1,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-top-cavity-2,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-top-cavity-3,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-top-cavity-4,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-top-cavity-5,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-top-cavity-6+,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-top-solid-1,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-top-solid-2,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-top-solid-3,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-top-solid-4,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-top-solid-5,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-top-solid-6+,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-non-top-cavity-1,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-non-top-cavity-2,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-non-top-cavity-3,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-non-top-cavity-4,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-non-top-cavity-5,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-non-top-cavity-6+,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-non-top-solid-1,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-non-top-solid-2,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-non-top-solid-3,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-non-top-solid-4,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-non-top-solid-5,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A2,heating,oil-conboiler-sub,household,flat-non-top-solid-6+,*,water-heating,*,water-heating-oil,961,961,961,961
electric-cooker-2011-15-high-B,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,52,52,52,52
electric-cooker-2011-15-mid-B,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,52,52,52,52
electric-cooker-2011-15-low-B,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,52,52,52,52
electric-cooker-2016-20-high-A,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,41,41,41,41
electric-cooker-2016-20-mid-B,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,52,52,52,52
electric-cooker-2016-20-low-B,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,52,52,52,52
electric-cooker-2021-25-high-A,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,41,41,41,41
electric-cooker-2021-25-mid-A,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,41,41,41,41
electric-cooker-2026-30-high-A,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,41,41,41,41
electric-cooker-2026-30-mid-A,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,41,41,41,41
electric-cooker-2026-30-low-A,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,41,41,41,41
electric-cooker-2031-35-high-A+,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,33,33,33,33
electric-cooker-2031-35-mid-A,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,41,41,41,41
electric-cooker-2031-35-low-A,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,41,41,41,41
electric-cooker-2036-40-high-A+,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,33,33,33,33
electric-cooker-2036-40-mid-A+,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,33,33,33,33
electric-cooker-2041-45-high-A+,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,33,33,33,33
electric-cooker-2041-45-mid-A+,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,33,33,33,33
electric-cooker-2041-45-low-A+,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,33,33,33,33
electric-cooker-2046-50-high-A++,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,26,26,26,26
electric-cooker-2046-50-mid-A+,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,33,33,33,33
electric-cooker-2046-50-low-A+,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,33,33,33,33
electric-cooker-2011-15-high-B,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
electric-cooker-2011-15-mid-B,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
electric-cooker-2011-15-low-B,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
electric-cooker-2016-20-high-A,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
electric-cooker-2016-20-mid-B,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
electric-cooker-2016-20-low-B,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
electric-cooker-2021-25-high-A,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
electric-cooker-2021-25-mid-A,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
electric-cooker-2026-30-high-A,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
electric-cooker-2026-30-mid-A,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
electric-cooker-2026-30-low-A,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
electric-cooker-2031-35-high-A+,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
electric-cooker-2031-35-mid-A,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
electric-cooker-2031-35-low-A,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
electric-cooker-2036-40-high-A+,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
electric-cooker-2036-40-mid-A+,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
electric-cooker-2041-45-high-A+,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
electric-cooker-2041-45-mid-A+,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
electric-cooker-2041-45-low-A+,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
electric-cooker-2046-50-high-A++,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,34,34,34,34
electric-cooker-2046-50-mid-A+,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
electric-cooker-2046-50-low-A+,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
chob-cooker-2011-15-high-B,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
chob-cooker-2011-15-mid-B,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
chob-cooker-2011-15-low-B,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
chob-cooker-2016-20-high-A,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,38,38,38,38
chob-cooker-2016-20-mid-B,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
chob-cooker-2016-20-low-B,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
chob-cooker-2021-25-high-A,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,38,38,38,38
chob-cooker-2021-25-mid-A,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,38,38,38,38
chob-cooker-2026-30-high-A,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,38,38,38,38
chob-cooker-2026-30-mid-A,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,38,38,38,38
chob-cooker-2026-30-low-A,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,38,38,38,38
chob-cooker-2031-35-high-A+,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,31,31,31,31
chob-cooker-2031-35-mid-A,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,38,38,38,38
chob-cooker-2031-35-low-A,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,38,38,38,38
chob-cooker-2036-40-high-A+,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,31,31,31,31
chob-cooker-2036-40-mid-A+,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,31,31,31,31
chob-cooker-2041-45-high-A+,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,31,31,31,31
chob-cooker-2041-45-mid-A+,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,31,31,31,31
chob-cooker-2041-45-low-A+,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,31,31,31,31
chob-cooker-2046-50-high-A++,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,24,24,24,24
chob-cooker-2046-50-mid-A+,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,31,31,31,31
chob-cooker-2046-50-low-A+,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,31,31,31,31
chob-cooker-2011-15-high-B,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
chob-cooker-2011-15-mid-B,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
chob-cooker-2011-15-low-B,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
chob-cooker-2016-20-high-A,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
chob-cooker-2016-20-mid-B,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
chob-cooker-2016-20-low-B,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
chob-cooker-2021-25-high-A,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
chob-cooker-2021-25-mid-A,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
chob-cooker-2026-30-high-A,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
chob-cooker-2026-30-mid-A,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
chob-cooker-2026-30-low-A,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
chob-cooker-2031-35-high-A+,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
chob-cooker-2031-35-mid-A,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
chob-cooker-2031-35-low-A,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
chob-cooker-2036-40-high-A+,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
chob-cooker-2036-40-mid-A+,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
chob-cooker-2041-45-high-A+,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
chob-cooker-2041-45-mid-A+,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
chob-cooker-2041-45-low-A+,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
chob-cooker-2046-50-high-A++,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,34,34,34,34
chob-cooker-2046-50-mid-A+,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
chob-cooker-2046-50-low-A+,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
dual-fuel-cooker-2011-15-high-B,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,83,83,83,83
dual-fuel-cooker-2011-15-mid-B,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,83,83,83,83
dual-fuel-cooker-2011-15-low-B,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,83,83,83,83
dual-fuel-cooker-2016-20-high-A,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,65,65,65,65
dual-fuel-cooker-2016-20-mid-B,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,83,83,83,83
dual-fuel-cooker-2016-20-low-B,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,83,83,83,83
dual-fuel-cooker-2021-25-high-A,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,65,65,65,65
dual-fuel-cooker-2021-25-mid-A,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,65,65,65,65
dual-fuel-cooker-2026-30-high-A,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,65,65,65,65
dual-fuel-cooker-2026-30-mid-A,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,65,65,65,65
dual-fuel-cooker-2026-30-low-A,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,65,65,65,65
dual-fuel-cooker-2031-35-high-A+,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,53,53,53,53
dual-fuel-cooker-2031-35-mid-A,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,65,65,65,65
dual-fuel-cooker-2031-35-low-A,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,65,65,65,65
dual-fuel-cooker-2036-40-high-A+,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,53,53,53,53
dual-fuel-cooker-2036-40-mid-A+,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,53,53,53,53
dual-fuel-cooker-2041-45-high-A+,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,53,53,53,53
dual-fuel-cooker-2041-45-mid-A+,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,53,53,53,53
dual-fuel-cooker-2041-45-low-A+,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,53,53,53,53
dual-fuel-cooker-2046-50-high-A++,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,42,42,42,42
dual-fuel-cooker-2046-50-mid-A+,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,53,53,53,53
dual-fuel-cooker-2046-50-low-A+,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,53,53,53,53
dual-fuel-cooker-2011-15-high-B,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
dual-fuel-cooker-2011-15-mid-B,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
dual-fuel-cooker-2011-15-low-B,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
dual-fuel-cooker-2016-20-high-A,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
dual-fuel-cooker-2016-20-mid-B,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
dual-fuel-cooker-2016-20-low-B,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,68,68,68,68
dual-fuel-cooker-2021-25-high-A,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
dual-fuel-cooker-2021-25-mid-A,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
dual-fuel-cooker-2026-30-high-A,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
dual-fuel-cooker-2026-30-mid-A,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
dual-fuel-cooker-2026-30-low-A,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,53,53,53,53
dual-fuel-cooker-2031-35-high-A+,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,44,44,44,44
