1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11
owned,rented,owned,rented,owned,rented,owned,rented,owned,rented,owned,rented,owned,rented,owned,rented,owned,rented,owned,rented,owned,rented
159,138,212,181,233,194,322,243,363,293,407,316,491,373,536,398,536,398,589,442,784,524
159,138,212,181,233,194,322,243,363,293,407,316,491,373,536,398,536,398,589,442,784,524
159,138,212,181,233,194,322,243,363,293,407,316,491,373,536,398,536,398,589,442,784,524
159,138,212,181,233,194,322,243,363,293,407,316,491,373,536,398,536,398,589,442,784,524
163,134,212,178,237,190,295,239,332,264,321,246,404,285,406,311,406,311,423,324,683,464
163,134,212,178,237,190,295,239,332,264,321,246,404,285,406,311,406,311,423,324,683,464
163,134,212,178,237,190,295,239,332,264,321,246,404,285,406,311,406,311,423,324,683,464
163,134,212,178,237,190,295,239,332,264,321,246,404,285,406,311,406,311,423,324,683,464
163,134,212,178,237,190,295,239,332,264,321,246,404,285,406,311,406,311,423,324,683,464
163,134,212,178,237,190,295,239,332,264,321,246,404,285,406,311,406,311,423,324,683,464
163,134,212,178,237,190,295,239,332,264,321,246,404,285,406,311,406,311,423,324,683,464
163,134,212,178,237,190,295,239,332,264,321,246,404,285,406,311,406,311,423,324,683,464
168,139,202,151,248,195,312,242,302,229,347,254,402,311,445,316,445,316,485,352,664,407
168,139,202,151,248,195,312,242,302,229,347,254,402,311,445,316,445,316,485,352,664,407
168,139,202,151,248,195,312,242,302,229,347,254,402,311,445,316,445,316,485,352,664,407
168,139,202,151,248,195,312,242,302,229,347,254,402,311,445,316,445,316,485,352,664,407
157,130,233,190,252,196,280,216,359,239,456,316,455,339,468,325,468,325,519,381,649,436
157,130,233,190,252,196,280,216,359,239,456,316,455,339,468,325,468,325,519,381,649,436
157,130,233,190,252,196,280,216,359,239,456,316,455,339,468,325,468,325,519,381,649,436
157,130,233,190,252,196,280,216,359,239,456,316,455,339,468,325,468,325,519,381,649,436
172,148,211,170,330,276,296,225,360,274,365,282,421,321,490,355,490,355,530,390,675,410
172,148,211,170,330,276,296,225,360,274,365,282,421,321,490,355,490,355,530,390,675,410
172,148,211,170,330,276,296,225,360,274,365,282,421,321,490,355,490,355,530,390,675,410
172,148,211,170,330,276,296,225,360,274,365,282,421,321,490,355,490,355,530,390,675,410
185,164,230,196,304,233,322,251,341,260,441,345,454,334,485,361,485,361,458,304,737,471
185,164,230,196,304,233,322,251,341,260,441,345,454,334,485,361,485,361,458,304,737,471
185,164,230,196,304,233,322,251,341,260,441,345,454,334,485,361,485,361,458,304,737,471
185,164,230,196,304,233,322,251,341,260,441,345,454,334,485,361,485,361,458,304,737,471
217,177,251,217,311,259,341,277,428,345,429,334,472,369,562,443,562,443,586,450,813,521
217,177,251,217,311,259,341,277,428,345,429,334,472,369,562,443,562,443,586,450,813,521
217,177,251,217,311,259,341,277,428,345,429,334,472,369,562,443,562,443,586,450,813,521
217,177,251,217,311,259,341,277,428,345,429,334,472,369,562,443,562,443,586,450,813,521
224,196,256,224,346,295,350,282,439,361,402,316,488,385,555,410,555,410,618,475,800,597
224,196,256,224,346,295,350,282,439,361,402,316,488,385,555,410,555,410,618,475,800,597
224,196,256,224,346,295,350,282,439,361,402,316,488,385,555,410,555,410,618,475,800,597
224,196,256,224,346,295,350,282,439,361,402,316,488,385,555,410,555,410,618,475,800,597
238,226,313,276,365,286,429,337,441,335,475,359,524,481,506,493,506,493,671,452,866,538
238,226,313,276,365,286,429,337,441,335,475,359,524,481,506,493,506,493,671,452,866,538
238,226,313,276,365,286,429,337,441,335,475,359,524,481,506,493,506,493,671,452,866,538
238,226,313,276,365,286,429,337,441,335,475,359,524,481,506,493,506,493,671,452,866,538
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
238,211,313,277,365,299,429,368,441,368,475,399,524,417,506,404,506,404,671,524,866,689
