rundir,bioboost,biospherism1,biospherism2,boostceil,credit,egoism1,egoism2,frame1,frame2,habitadjust,hedonism1,hedonism2,maxlinks,newsubcatapp,newsubcatstep,planning1,planning2,visits,rep,prep,biospheric.boost.ceiling,biospheric.boost.factor,credit.multiple.limit,habit.adjustment.factor,max.links,visits.per.step,appliance.elect.error,appliance.gas.error,space.heating.elect.error,space.heating.gas.error,space.heating.oil.error,water.heating.elect.error,water.heating.gas.error,water.heating.oil.error,appliance.elect.p.error,appliance.gas.p.error,space.heating.elect.p.error,space.heating.gas.p.error,space.heating.oil.p.error,water.heating.elect.p.error,water.heating.gas.p.error,water.heating.oil.p.error,appliance.elect.abs.error,appliance.gas.abs.error,space.heating.elect.abs.error,space.heating.gas.abs.error,space.heating.oil.abs.error,water.heating.elect.abs.error,water.heating.gas.abs.error,water.heating.oil.abs.error,calibration.error,abs.space.error,rel.space.error,abs.appliances.error,rel.appliances.error,abs.total.error,rel.total.error,abs.appliances.ratio.error,rel.appliances.ratio.error
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,4,1,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,167856,3907,-29600.14,296723.165,9658.895,-18688,92125,1767,0.511336739076794,0.0768504494580932,-0.185301990734944,0.0897217678192812,0.530766842510166,-0.254106385293158,0.110507741839521,0.477438530126993,167856,3907,29600.14,296723.165,9658.895,18688,92125,1767,620325.2,276781.92,1.07941896412312,171763,1.45307142028129,523748.92,1.10968354739208,0.024567847242172,1.30944666494896
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,4,2,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,167165,17324,-23614.784,466788.913000001,9658.895,-18688,74742,1767,0.509231758100826,0.340762013414898,-0.147832628020533,0.141145456145295,0.530766842510166,-0.254106385293158,0.0896561155014323,0.477438530126993,167165,17324,23614.784,466788.913000001,9658.895,18688,74742,1767,779748.592000001,452833.024000001,1.12993453360979,184489,1.48663969106429,695143.024,1.14557691654463,0.0236369460164433,1.29772140970543
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,4,3,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,29488,26123,-33685.072,23702.6999999997,-31.1150000000016,-18688,104638,1767,0.0898287684795092,0.513837801687681,-0.210874370852635,0.00716711196475021,-0.00170980327508526,-0.254106385293158,0.125517602068969,0.477438530126993,29488,26123,33685.072,23702.6999999997,31.1150000000016,18688,104638,1767,238122.887,10013.4870000007,0.997126760430015,55611,1.14668907013305,133314.512999999,1.02791873767432,0.0091734032729183,1.11554447652881
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,4,4,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,168426,9536,-29835.244,44351.6789999995,-3387.227,-18688,76379,743,0.513073119910805,0.187572532897972,-0.186773782396394,0.0134108540047193,-0.186131827673371,-0.254106385293158,0.0916197646020162,0.200756552283167,168426,9536,29835.244,44351.6789999995,3387.227,18688,76379,743,351346.15,11129.2079999996,1.00319338116764,177962,1.46942296126697,247525.208,1.05183675201164,0.0315194842811634,1.39700667280992
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,4,5,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,157990,22189,-26049.09,432290.503,9658.895,-18688,97429,1767,0.481282119237577,0.436456263891894,-0.163071804181795,0.13071398770179,0.530766842510166,-0.254106385293158,0.116870108870368,0.477438530126993,157990,22189,26049.09,432290.503,9658.895,18688,97429,1767,766061.488,415900.308,1.11933717216734,180179,1.47527089905779,676587.307999999,1.14169097677929,0.0231970431911913,1.29218057168107
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,4,6,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,68118,2986,-33685.072,-1388.96200000029,-31.1150000000016,-18688,100777,1767,0.207506648510825,0.0587344361612148,-0.210874370852636,-0.000419987856606445,-0.00170980327508526,-0.254106385293158,0.120886173127396,0.477438530126993,68118,2986,33685.072,1388.96200000029,31.1150000000016,18688,100777,1767,227441.149,35105.1490000007,0.989927035086078,71104,1.1875560526288,119854.851,1.0251000140102,0.0125820357902504,1.15847823275611
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,4,7,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,127420,28695,-33685.072,116471.444999998,-31.1150000000016,-18688,109003,1767,0.388157273455611,0.564428883337595,-0.210874370852635,0.0352180927494015,-0.00170980327508526,-0.254106385293158,0.130753599823428,0.477438530126993,127420,28695,33685.072,116471.444999998,31.1150000000016,18688,109003,1767,435760.631999997,82755.2579999971,1.02374554257771,156115,1.41179558331663,330952.257999998,1.06930805255858,0.0254286452836437,1.32028892884381
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,4,8,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,26539,16528,-33685.072,-20704.3330000006,-3387.227,-18688,93613,743,0.0808452823751253,0.325104742422156,-0.210874370852635,-0.00626047972452414,-0.186131827673371,-0.254106385293158,0.112292659287089,0.200756552283167,26539,16528,33685.072,20704.3330000006,3387.227,18688,93613,743,213887.632000001,57776.6320000007,0.983421748559433,43067,1.11360087362968,60958.3679999998,1.01276590707905,0.00790466341225243,1.0995639425121
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,2,1,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,182653,23945,-32117.712,111308.415000001,5791.833,-18688,79840,1007,0.55641257627129,0.470996675780405,-0.20106242644297,0.0336569197991745,0.318267556874382,-0.254106385293158,0.0957713770254255,0.272088624696028,182653,23945,32117.712,111308.415000001,5791.833,18688,79840,1007,455350.96,84982.5360000008,1.0243846309675,206598,1.54495816495563,353739.536,1.07408016643034,0.0348059104335609,1.43840116710305
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,2,2,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,112097,11839,-37544.696,-13195.9690000005,-5077.338,-18688,100911,247,0.341479091842361,0.232872401109385,-0.235036283961437,-0.00399013560929251,-0.279005275304979,-0.254106385293158,0.121046911660981,0.0667387192650635,112097,11839,37544.696,13195.9690000005,5077.338,18688,100911,247,299600.003,55818.0030000005,0.983983751620476,123936,1.32691475779989,150587.997,1.03153615229532,0.0227340012298464,1.28634828245943
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,2,3,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,145445,15504,-35345.494,20101.8679999998,-31.1150000000016,-18688,99830,1767,0.443066509478507,0.304962725466669,-0.221268899461625,0.00607830916548028,-0.00170980327508526,-0.254106385293158,0.119750207520644,0.477438530126993,145445,15504,35345.494,20101.8679999998,31.1150000000016,18688,99830,1767,336712.477,15274.7410000004,0.995617112174563,160949,1.42454656720512,228583.259,1.04786992729563,0.0285392533988311,1.35946889026736
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,2,4,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,171402,2292,-27067.874,380405.148000001,1921.074,-18688,87613,247,0.522138855633642,0.0450834988886485,-0.169449568048078,0.11502513585724,0.105565117045829,-0.254106385293158,0.105095411514637,0.0667387192650635,171402,2292,27067.874,380405.148000001,1921.074,18688,87613,247,689636.096000001,355258.348000001,1.1019367522064,173694,1.4581649556327,598124.348000001,1.12525925642045,0.0234882106230734,1.29584799886139
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,2,5,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,163928,21059,-28873.864,292458.734999999,4512.671,-18688,115644,743,0.499370942732942,0.414229233462499,-0.180755377488419,0.0884323093493244,0.247976206176503,-0.254106385293158,0.138719753566236,0.200756552283167,163928,21059,28873.864,292458.734999999,4512.671,18688,115644,743,645907.269999999,268097.541999999,1.0769270950559,184987,1.48795330090634,550783.541999999,1.11534514043816,0.026523105902101,1.33407431203026
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,2,6,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,162639,21330,-29227.892,62436.1220000018,-31.1150000000016,-18688,88371,1767,0.495444285022344,0.419559786777867,-0.182971653937649,0.0188791436004684,-0.00170980327508526,-0.254106385293158,0.106004663816557,0.477438530126993,162639,21330,29227.892,62436.1220000018,31.1150000000016,18688,88371,1767,384490.129000002,33177.1150000016,1.00951974068933,183969,1.48526805026536,288596.115000002,1.06043782516396,0.0318061786441442,1.40061775902393
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,2,7,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,183421,10626,-29227.892,346392.492000001,1921.074,-18688,81248,247,0.558752120973957,0.209012765790043,-0.182971653937649,0.104740547444505,0.105565117045829,-0.254106385293158,0.0974603311693608,0.0667387192650635,183421,10626,29227.892,346392.492000001,1921.074,18688,81248,247,671771.458000001,319085.674000001,1.0915574749088,194047,1.51185150405689,575939.674000001,1.12061333993425,0.0277183082961719,1.3491285978673
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,2,8,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,37458,20237,-37544.696,-43493.8930000016,-31.1150000000016,-18688,99724,1767,0.114107637334016,0.398060544070497,-0.235036283961437,-0.013151480671564,-0.00170980327508526,-0.254106385293158,0.119623056143331,0.477438530126993,37458,20237,37544.696,43493.8930000016,31.1150000000016,18688,99724,1767,258943.704000002,81069.7040000018,0.976738105171579,57695,1.15218618441183,59428.2959999982,1.01244547925893,0.0109580324341529,1.13802294347266
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,3,1,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,150226,3951,-33998.544,90315.1999999997,4391.93,-18688,100271,1767,0.457630784509046,0.0777159267491493,-0.212836759734569,0.0273090892817617,0.241341356192988,-0.254106385293158,0.120279205231919,0.477438530126993,150226,3951,33998.544,90315.1999999997,4391.93,18688,100271,1767,403608.674,60708.5859999997,1.01741953742318,154177,1.40668358356985,298235.585999999,1.06245652407462,0.0257226160900494,1.32399166619552
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,3,2,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,174873,12311,-35223.044,154082.160999999,218.714,-18688,76649,743,0.53271250102812,0.242156612049804,-0.22050234130462,0.0465906457769653,0.012018573469612,-0.254106385293158,0.0919436407517765,0.200756552283167,174873,12311,35223.044,154082.160999999,218.714,18688,76649,743,472787.918999999,119077.831,1.03416783143945,187184,1.49374848328181,364965.831,1.07643117817022,0.0307794902095403,1.38768600684809
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,3,3,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,-8962,22170,-37686.738,-10086.9640000006,-31.1150000000016,-18688,99655,1767,-0.0273007807621189,0.436082535061665,-0.235925491423563,-0.00305004916623043,-0.00170980327508526,-0.254106385293158,0.119540287793948,0.477438530126993,8962,22170,37686.738,10086.9640000006,31.1150000000016,18688,99655,1767,199046.817000001,47804.8170000007,0.986283030892207,13208,1.03483967629277,48137.1829999993,1.01008089332748,0.0019460519669149,1.02451168330066
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,3,4,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,126526,10645,-37686.738,4292.28199999873,-31.1150000000016,-18688,88632,1767,0.385433897200162,0.209386494620272,-0.235925491423563,0.00129788022791805,-0.00170980327508526,-0.254106385293158,0.106317744094658,0.477438530126993,126526,10645,37686.738,4292.28199999873,31.1150000000016,18688,88632,1767,288268.134999999,33425.5710000014,0.990408968100069,137171,1.36182565390337,175456.428999999,1.03674410163073,0.0248944220586673,1.31356006922181
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,3,5,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,39291,29031,-37686.738,-56814.2080000006,-923.523999999998,-18688,80391,479,0.119691472542336,0.571037982651114,-0.235925491423563,-0.0171792154448487,-0.0507486536982085,-0.254106385293158,0.0964323242791956,0.129424479870305,39291,29031,37686.738,56814.2080000006,923.523999999998,18688,80391,479,263304.470000001,95424.4700000007,0.972619192180623,68322,1.18021777435454,35079.5299999993,1.00734635842542,0.0136246597373868,1.17161070220111
fgridln07-0228,9.50690566635789,0,0,1299,1.80671550215639,3.70461456755468,3.81076282597791,0.289908738326616,0.719035693597985,0.929904102621627,3.14219581657385,4.37167993752362,6,1,0,6,11,1,3,6,1299,9.50690566635789,1.80671550215639,0.929904102621627,6,1,-7301,26047,-37686.738,-66347.7179999999,-31.1150000000016,-18688,86893,1767,-0.0222409060861671,0.512342886366766,-0.235925491423563,-0.0200619137698101,-0.00170980327508526,-0.254106385293158,0.104231741781943,0.477438530126993,7301,26047,37686.738,66347.7179999999,31.1150000000016,18688,86893,1767,244761.571,104065.571,0.970139740884443,18746,1.04944765080135,15347.5710000005,0.996785910258045,0.0041944460729236,1.05283154587295
