rundir,bioboost,biospherism1,biospherism2,boostceil,credit,egoism1,egoism2,frame1,frame2,habitadjust,hedonism1,hedonism2,maxlinks,newsubcatapp,newsubcatstep,planning1,planning2,visits,rep,prep,biospheric.boost.ceiling,biospheric.boost.factor,credit.multiple.limit,habit.adjustment.factor,max.links,visits.per.step,appliance.elect.error,appliance.gas.error,space.heating.elect.error,space.heating.gas.error,space.heating.oil.error,water.heating.elect.error,water.heating.gas.error,water.heating.oil.error,appliance.elect.p.error,appliance.gas.p.error,space.heating.elect.p.error,space.heating.gas.p.error,space.heating.oil.p.error,water.heating.elect.p.error,water.heating.gas.p.error,water.heating.oil.p.error,appliance.elect.abs.error,appliance.gas.abs.error,space.heating.elect.abs.error,space.heating.gas.abs.error,space.heating.oil.abs.error,water.heating.elect.abs.error,water.heating.gas.abs.error,water.heating.oil.abs.error,calibration.error,abs.space.error,rel.space.error,abs.appliances.error,rel.appliances.error,abs.total.error,rel.total.error,abs.appliances.ratio.error,rel.appliances.ratio.error
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,3,1,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,44628,22453,-30290.758,414742.592,-31.1150000000016,-18688,80481,1767,0.135949480456577,0.44164912763823,-0.189625378740453,0.125407932151812,-0.00170980327508526,-0.254106385293158,0.0965402829957824,0.477438530126993,44628,22453,30290.758,414742.592,31.1150000000016,18688,80481,1767,613081.465,384420.719,1.11030451443666,67081,1.17694430083248,515061.719,1.10786427295312,0.00495047923951769,1.06235423378643
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,3,2,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,48710,10796,-30290.758,595487.420999999,1921.074,-18688,92799,247,0.148384404253828,0.212356655323669,-0.189625378740453,0.180060711223084,0.105565117045829,-0.254106385293158,0.111316232672626,0.0667387192650635,48710,10796,30290.758,595487.420999999,1921.074,18688,92799,247,798939.252999999,567117.736999999,1.16272704231689,59506,1.15696318727117,700981.736999999,1.14679966036249,0.000703620010972808,1.008862513009
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,3,3,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,45303,23880,-30290.758,451905.38,-31.1150000000016,-18688,80132,1767,0.138005720917906,0.469718129782254,-0.189625378740453,0.136645042798206,-0.00170980327508526,-0.254106385293158,0.0961216430836848,0.477438530126993,45303,23880,30290.758,451905.38,31.1150000000016,18688,80132,1767,651997.253,421583.507,1.12096789204054,69183,1.18248889498507,553977.506999999,1.11601402088463,0.0047289984239023,1.05956455103292
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,3,4,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,47684,17248,-25353.574,412942.127,-31.1150000000016,-18688,85597,1767,0.145258918752608,0.339267098093983,-0.158717753850006,0.124863515935785,-0.00170980327508526,-0.254106385293158,0.102677136263093,0.477438530126993,47684,17248,25353.574,412942.127,31.1150000000016,18688,85597,1767,609310.816,387557.438,1.11120455506693,64932,1.17127573145383,521165.438,1.10914251435208,0.00444751872284826,1.05601914659096
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,3,5,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,50249,13072,-24344.586,589821.708,-3184.703,-18688,103732,627,0.153072632505658,0.257125435197388,-0.152401314636284,0.17834753932996,-0.175002912407957,-0.254106385293158,0.124430817655329,0.169413671980546,50249,13072,24344.586,589821.708,3184.703,18688,103732,627,803718.997,562292.418999999,1.16134248021426,63321,1.16702628274792,711284.419,1.14895724898227,0.00124856844996543,1.01572646308786
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,3,6,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,51393,15623,-30290.758,550395.438,-5077.338,-18688,64977,247,0.15655757930234,0.307303448140207,-0.189625378740453,0.166426007544869,-0.279005275304979,-0.254106385293158,0.0779425947517669,0.0667387192650635,51393,15623,30290.758,550395.438,5077.338,18688,64977,247,736691.534,515027.342,1.14778038246402,67016,1.17677284573261,628579.341999999,1.13163714408793,0.00316660797127348,1.03988531295609
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,3,7,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,45833,9709,-28130.74,390726.047,-31.1150000000016,-18688,68759,1767,0.13962025046532,0.190975432246897,-0.176103292850883,0.118145921198568,-0.00170980327508526,-0.254106385293158,0.0824792599310024,0.477438530126993,45833,9709,28130.74,390726.047,31.1150000000016,18688,68759,1767,563643.902,362564.192,1.10403306891136,55542,1.14650706395011,469944.192,1.09841575626517,0.00347601089533824,1.04378242701877
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,3,8,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,45723,19350,-28130.74,466863.965999999,-3387.227,-18688,85858,743,0.139285159427177,0.380613308680344,-0.176103292850883,0.141168150321667,-0.186131827673371,-0.254106385293158,0.102990216541195,0.200756552283167,45723,19350,28130.74,466863.965999999,3387.227,18688,85858,743,668743.932999999,435345.998999999,1.12491685972742,65073,1.171647657132,568331.998999999,1.11902013993032,0.00373384491458585,1.04703000001856
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,4,1,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,52505,14971,-31921.792,309163.16,-31.1150000000016,-18688,56688,1767,0.159945045069745,0.294478648281831,-0.199835933391762,0.093483315533505,-0.00170980327508526,-0.254106385293158,0.0679995969541247,0.477438530126993,52505,14971,31921.792,309163.16,31.1150000000016,18688,56688,1767,485735.067,277210.253,1.0795418686942,67476,1.17798622028551,384453.253,1.08051223589247,0.0071620991047401,1.09021090289878
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,4,2,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,62812,10206,-31921.792,376729.431999999,-31.1150000000016,-18688,71750,1767,0.191343075343697,0.200751391648144,-0.199835933391762,0.11391368998303,-0.00170980327508526,-0.254106385293158,0.0860670879455696,0.477438530126993,62812,10206,31921.792,376729.431999999,31.1150000000016,18688,71750,1767,573905.338999999,344776.524999999,1.09892912972592,73018,1.19260474587716,472623.524999999,1.09897686243047,0.00676391207422007,1.08519550014877
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,4,3,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,60924,5218,-31921.792,419227.253000001,-31.1150000000016,-18688,81744,1767,0.185591694616306,0.102637738743878,-0.199835933391762,0.12676398304521,-0.00170980327508526,-0.254106385293158,0.0980553036518835,0.477438530126993,60924,5218,31921.792,419227.253000001,31.1150000000016,18688,81744,1767,619521.160000001,387274.346000001,1.11112332550761,66142,1.17446743408211,518239.346000001,1.10852973189411,0.00472245425226024,1.05948212329436
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,4,4,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,42747,12019,-31921.792,487291.299000001,4512.671,-18688,82944,743,0.13021942370434,0.236412990027341,-0.199835933391762,0.147344872077089,0.247976206176503,-0.254106385293158,0.0994947532063739,0.200756552283167,42747,12019,31921.792,487291.299000001,4512.671,18688,82944,743,680866.762000001,459882.178000001,1.13195719646517,54766,1.14446015383479,579647.178000001,1.12138976576572,0.00163335132164311,1.02057303247575
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,4,5,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,59779,5458,-31921.792,447129.969,-31.1150000000016,-18688,84015,1767,0.182103701537459,0.10735852396782,-0.199835933391762,0.135201076274784,-0.00170980327508526,-0.254106385293158,0.100779461933757,0.477438530126993,59779,5458,31921.792,447129.969,31.1150000000016,18688,84015,1767,648789.876,415177.062,1.11912964615507,65237,1.17208025153782,547508.062,1.11465918911284,0.00408987862513005,1.05151445660327
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,4,6,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,50812,14451,-31921.792,420915.028999998,-31.1150000000016,-18688,75445,1767,0.154787689364515,0.284250280296623,-0.199835933391762,0.127274324886578,-0.00170980327508526,-0.254106385293158,0.0904993930321045,0.477438530126993,50812,14451,31921.792,420915.028999998,31.1150000000016,18688,75445,1767,614030.935999998,388962.121999998,1.11160761083084,65263,1.17214883357777,512749.121999998,1.10737996867494,0.0046435584792781,1.05848838405514
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,4,7,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,51241,14546,-27489.102,378713.449,-31.1150000000016,-18688,75898,1767,0.156094544413271,0.286118924447766,-0.172086528108176,0.114513607797413,-0.00170980327508526,-0.254106385293158,0.0910427852389246,0.477438530126993,51241,14546,27489.102,378713.449,31.1150000000016,18688,75898,1767,568373.666,351193.232,1.10077032015853,65787,1.17353102545976,475957.232,1.09967500765954,0.00533215578283554,1.06716167711896
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,4,8,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,52662,6266,-28444.212,486333.806999999,-5077.338,-18688,104243,247,0.160423311369639,0.123251834221759,-0.178065681732816,0.147055350108311,-0.279005275304979,-0.254106385293158,0.125043783257282,0.0667387192650635,52662,6266,28444.212,486333.806999999,5077.338,18688,104243,247,701961.356999999,452812.256999999,1.12992857478983,58928,1.15543855576775,597542.256999998,1.12513735486926,0.00213813731939705,1.02693111269247
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,6,1,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,61057,-182,-20582.922,493791.974,6901.085,-18688,84144,1767,0.185996850144241,-0.00357992879482287,-0.128852648053086,0.149310515888615,0.379222167271129,-0.254106385293158,0.100934202760864,0.477438530126993,61057,182,20582.922,493791.974,6901.085,18688,84144,1767,687113.981,480110.137000001,1.13776134563107,60875,1.16057429545143,608208.137,1.12737100444787,0.00233827489898517,1.02945196467938
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,6,2,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,61348,-7422,-15807.372,415722.934,6901.085,-18688,57554,1767,0.186883318254237,-0.145990283050414,-0.0989568799298859,0.125704363397102,0.379222167271129,-0.254106385293158,0.0690383997159486,0.477438530126993,61348,7422,15807.372,415722.934,6901.085,18688,57554,1767,585210.391,406816.647,1.11673073404788,53926,1.14224442639037,501375.647000001,1.10499813448581,0.00267610281197934,1.0337071084033
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,6,3,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,60074,5090,-22816.41,538528.072,6901.085,-18688,92724,1767,0.183002354776113,0.100119986624442,-0.14283466883686,0.162837608719053,0.379222167271129,-0.254106385293158,0.11122626707547,0.477438530126993,60074,5090,22816.41,538528.072,6901.085,18688,92724,1767,746588.567,522612.747,1.14995691555388,65164,1.17188769427182,663579.747,1.13896693214852,0.00229477474692211,1.02890405436196
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,6,4,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,58284,1778,-28331.558,489678.748999999,6901.085,-18688,97326,1767,0.177549509700886,0.0349731505340388,-0.177360448228371,0.1480667780819,0.379222167271129,-0.254106385293158,0.116746556116941,0.477438530126993,58284,1778,28331.558,489678.748999999,6901.085,18688,97326,1767,702754.391999999,468248.275999999,1.13435773923513,60062,1.15842978781772,608715.275999999,1.12747720954428,0.00217956765948234,1.02745295249556
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,6,5,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,59413,-2704,-28331.558,478907.166999999,6901.085,-18688,81355,1767,0.180988762265094,-0.0531875135230827,-0.177360448228371,0.144809717315342,0.379222167271129,-0.254106385293158,0.0975886820879696,0.477438530126993,59413,2704,28331.558,478907.166999999,6901.085,18688,81355,1767,678066.809999999,457476.693999999,1.13126697418658,56709,1.1495853424354,578619.693999999,1.12117458997116,0.00201182771367953,1.02534016799736
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,6,6,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,50513,1991,-24697.242,462078.052,6901.085,-18688,80124,1767,0.1538768509972,0.0391628474202876,-0.154609002128459,0.139721007950052,0.379222167271129,-0.254106385293158,0.0961120467533215,0.477438530126993,50513,1991,24697.242,462078.052,6901.085,18688,80124,1767,646759.379,444281.895,1.12748089860623,52504,1.13849351635945,559988.895,1.11727292631701,0.00150792408139042,1.01899320169907
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,6,7,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,74279,-3497,-28331.558,483266.351000001,6901.085,-18688,80786,1767,0.22627479292897,-0.0687857747005252,-0.177360448228371,0.146127827058239,0.379222167271129,-0.254106385293158,0.0969061430908821,0.477438530126993,74279,3497,28331.558,483266.351000001,6901.085,18688,80786,1767,697515.994000001,461835.878,1.13251778521391,70782,1.18670669044177,596482.878,1.12491549962085,0.00436101881902491,1.0549296287959
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,6,8,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,69430,-6728,-28331.558,473781.490999999,6901.085,-18688,75787,1767,0.211503370711215,-0.132339345777848,-0.177360448228371,0.143259839293554,0.379222167271129,-0.254106385293158,0.0909096361551343,0.477438530126993,69430,6728,28331.558,473781.490999999,6901.085,18688,75787,1767,681414.133999998,452351.017999998,1.12979622827098,62702,1.16539350264305,573919.017999998,1.12019017396736,0.00320375984900244,1.04035326297818
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,5,1,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,59213,1079,-23864.582,514765.917000001,-1831.98,-18688,90944,1767,0.180379505832107,0.021223863569307,-0.149396406660824,0.15565251902848,-0.100669304319156,-0.254106385293158,0.109091083569643,0.477438530126993,59213,1079,23864.582,514765.917000001,1831.98,18688,90944,1767,712153.479000001,489069.355000001,1.14033207645378,60292,1.15903647509417,623384.355,1.13054920942868,0.00200051859121848,1.02519772286594
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,5,2,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,58158,9053,-23864.582,487830.213,-6377.976,-18688,78434,247,0.177165678148104,0.178071952634788,-0.149396406660824,0.147507826380918,-0.350476755687438,-0.254106385293158,0.0940848219640809,0.0667387192650635,58158,9053,23864.582,487830.213,6377.976,18688,78434,247,682652.770999999,457587.655,1.13129881299916,67211,1.17728721103221,584791.654999999,1.12246712261609,0.00387746064923103,1.04883892571245
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,5,3,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,56484,17546,-20607.412,487688.004999999,-1831.98,-18688,82838,1767,0.172066201804008,0.345128739747045,-0.129005959684487,0.147464826188607,-0.100669304319156,-0.254106385293158,0.0993676018290606,0.477438530126993,56484,17546,20607.412,487688.004999999,1831.98,18688,82838,1767,687450.396999999,465248.612999999,1.13349702503755,74030,1.19527416989354,605195.612999998,1.12674012139245,0.00482907471813358,1.06082507154923
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,5,4,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,53494,5085,-23864.582,476475.32,-1831.98,-18688,87159,1767,0.162957818130862,0.100021636932276,-0.149396406660824,0.144074386752574,-0.100669304319156,-0.254106385293158,0.104550819766521,0.477438530126993,53494,5085,23864.582,476475.32,1831.98,18688,87159,1767,668364.882,450778.758,1.12934508875821,58579,1.15451797377001,579595.757999999,1.12137899738455,0.00234621587168798,1.02955198595903
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,5,5,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,59790,4608,-23864.582,446167.588999999,-5682.936,-18688,76552,479,0.182137210641273,0.0906390762996912,-0.149396406660824,0.134910076295345,-0.312283547642598,-0.254106385293158,0.0918272852461219,0.129424479870305,59790,4608,23864.582,446167.588999999,5682.936,18688,76552,479,635832.106999999,416620.070999999,1.11954369877816,64398,1.16986716186417,539361.071,1.11295304550217,0.00405998521343397,1.05113793128291
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,5,6,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,55207,5387,-23864.582,552469.472,-6377.976,-18688,93916,247,0.16817609947939,0.10596195833907,-0.149396406660824,0.167053144280208,-0.350476755687438,-0.254106385293158,0.112656120299597,0.0667387192650635,55207,5387,23864.582,552469.472,6377.976,18688,93916,247,756157.03,522226.914,1.14984620580382,60594,1.15983308186585,658295.914000001,1.1378603913517,0.00153311790367339,1.01931053289239
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,5,7,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,45228,9227,-14004.908,401176.253,-70.6980000000003,-18688,70738,247,0.137777249755536,0.181494521922146,-0.0876731438587705,0.121305805787948,-0.00388493241015498,-0.254106385293158,0.0848531521546161,0.0667387192650635,45228,9227,14004.908,401176.253,70.6980000000003,18688,70738,247,559379.858999999,387100.647,1.1110734848437,54455,1.1436398071262,493852.647,1.10342266712823,0.00289368050444656,1.03644762899664
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,5,8,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,55365,5887,-23864.582,375029.237000001,-6377.976,-18688,62305,247,0.16865741206145,0.115796927555617,-0.149396406660824,0.113399592942318,-0.350476755687438,-0.254106385293158,0.074737420410435,0.0667387192650635,55365,5887,23864.582,375029.237000001,6377.976,18688,62305,247,547763.795000001,344786.679000001,1.09893204328387,61252,1.16156873503065,449902.679000001,1.09421866075432,0.00488669528182822,1.06155083685915
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,7,1,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,59418,-6087,-24893.162,489404.091999999,-6377.976,-18688,93783,247,0.181003993675918,-0.119730915242235,-0.155835495179667,0.147983728578219,-0.350476755687438,-0.254106385293158,0.112496581307308,0.0667387192650635,59418,6087,24893.162,489404.091999999,6377.976,18688,93783,247,698898.229999999,458132.953999999,1.1314552794393,53331,1.1406749527839,586805.954,1.12288895729945,0.00125754247684469,1.0158394963
fgridln09-0228,6.74242578986199,0,0,2219,-9.16497520754628,0.00555153981142809,2.93885053174046,0.327010263674296,0.609809977477112,0.263476966688437,1.9577022594895,2.64008142152042,15,4,8,3,16,5,7,2,2219,6.74242578986199,-9.16497520754628,0.263476966688437,15,5,63057,-1485,-27327.468,532115.674000001,6901.085,-18688,100680,1767,0.192089414474105,-0.0292098585731427,-0.171074671340929,0.160898657695392,0.379222167271129,-0.254106385293158,0.120769817621741,0.477438530126993,63057,1485,27327.468,532115.674000001,6901.085,18688,100680,1767,752021.227000001,511689.291000001,1.14682257224069,61572,1.16241282167615,657020.291,1.13759325026476,0.00173216224310739,1.02181761486859
