rundir,bioboost,biospherism1,biospherism2,boostceil,credit,egoism1,egoism2,frame1,frame2,habitadjust,hedonism1,hedonism2,maxlinks,newsubcatapp,newsubcatstep,planning1,planning2,visits,rep,prep,biospheric.boost.ceiling,biospheric.boost.factor,credit.multiple.limit,habit.adjustment.factor,max.links,visits.per.step,appliance.elect.error,appliance.gas.error,space.heating.elect.error,space.heating.gas.error,space.heating.oil.error,water.heating.elect.error,water.heating.gas.error,water.heating.oil.error,appliance.elect.p.error,appliance.gas.p.error,space.heating.elect.p.error,space.heating.gas.p.error,space.heating.oil.p.error,water.heating.elect.p.error,water.heating.gas.p.error,water.heating.oil.p.error,appliance.elect.abs.error,appliance.gas.abs.error,space.heating.elect.abs.error,space.heating.gas.abs.error,space.heating.oil.abs.error,water.heating.elect.abs.error,water.heating.gas.abs.error,water.heating.oil.abs.error,calibration.error,abs.space.error,rel.space.error,abs.appliances.error,rel.appliances.error,abs.total.error,rel.total.error,abs.appliances.ratio.error,rel.appliances.ratio.error
fgridln11-0228,3.4764173634267,0,0,1049,-13.021485182704,1.91339972241142,2.17169748815264,0.757943151969798,0.870881428729411,0.724038336699856,0.556785941546014,3.59516653133463,10,3,3,9,16,5,4,1,1049,3.4764173634267,-13.021485182704,0.724038336699856,10,5,41247,3936,-37343.878,-233902.254,-1831.98,-18688,94791,1767,0.125650000456942,0.0774208776726529,-0.233779128583949,-0.0707262735142182,-0.100669304319156,-0.254106385293158,0.11370571893308,0.477438530126993,41247,3936,37343.878,233902.254,1831.98,18688,94791,1767,433507.112,273078.112,0.92164379530376,45183,1.11918239657301,150025.112,0.968581727133577,0.0123444551866769,1.15548576358664
fgridln11-0228,3.4764173634267,0,0,1049,-13.021485182704,1.91339972241142,2.17169748815264,0.757943151969798,0.870881428729411,0.724038336699856,0.556785941546014,3.59516653133463,10,3,3,9,16,5,4,2,1049,3.4764173634267,-13.021485182704,0.724038336699856,10,5,34276,11346,-36415.707,-218951.275,-1831.98,-18688,81538,1767,0.104414367485203,0.22317512146187,-0.22796861775385,-0.0662054661599662,-0.100669304319156,-0.254106385293158,0.0978081981450293,0.477438530126993,34276,11346,36415.707,218951.275,1831.98,18688,81538,1767,404813.962,257198.962,0.926200110413344,45622,1.1203403779398,146959.961999999,0.9692236311308,0.0123785534979195,1.15591525212059
fgridln11-0228,3.4764173634267,0,0,1049,-13.021485182704,1.91339972241142,2.17169748815264,0.757943151969798,0.870881428729411,0.724038336699856,0.556785941546014,3.59516653133463,10,3,3,9,16,5,4,3,1049,3.4764173634267,-13.021485182704,0.724038336699856,10,5,43854,4470,-33694.868,-29423.2850000011,-4103.892,-18688,85786,1007,0.13359165806092,0.0879246247959244,-0.210935695505196,-0.00889687579751528,-0.225513353115727,-0.254106385293158,0.102903849567925,0.272088624696028,43854,4470,33694.868,29423.2850000011,4103.892,18688,85786,1007,221027.045000001,67222.0450000009,0.980711510418968,48324,1.12746763455269,49206.9549999991,1.01030492507891,0.00920700190525087,1.11596767130935
fgridln11-0228,3.4764173634267,0,0,1049,-13.021485182704,1.91339972241142,2.17169748815264,0.757943151969798,0.870881428729411,0.724038336699856,0.556785941546014,3.59516653133463,10,3,3,9,16,5,4,4,1049,3.4764173634267,-13.021485182704,0.724038336699856,10,5,-13455,14588,-37343.878,-262043.722000001,-5682.936,-18688,106854,479,-0.0409877265291575,0.286945061861956,-0.233779128583949,-0.0792355594609012,-0.312283547642598,-0.254106385293158,0.128175785579594,0.129424479870305,13455,14588,37343.878,262043.722000001,5682.936,18688,106854,479,459134.536000001,305070.536000001,0.912463986254571,1133,1.0029885942792,215292.536,0.954913417147443,0.00399703723661486,1.05034506403248
fgridln11-0228,3.4764173634267,0,0,1049,-13.021485182704,1.91339972241142,2.17169748815264,0.757943151969798,0.870881428729411,0.724038336699856,0.556785941546014,3.59516653133463,10,3,3,9,16,5,4,5,1049,3.4764173634267,-13.021485182704,0.724038336699856,10,5,-19469,18206,-37343.878,-336287.363000001,-5682.936,-18688,77649,479,-0.0593080674690574,0.358110899112886,-0.233779128583949,-0.101685005630229,-0.312283547642598,-0.254106385293158,0.0931431820471851,0.129424479870305,19469,18206,37343.878,336287.363000001,5682.936,18688,77649,479,513805.177000001,379314.177000001,0.891160741227045,1263,0.996668495521065,321137.177000001,0.932747422614564,0.00544078162245419,1.06852988425026
fgridln11-0228,3.4764173634267,0,0,1049,-13.021485182704,1.91339972241142,2.17169748815264,0.757943151969798,0.870881428729411,0.724038336699856,0.556785941546014,3.59516653133463,10,3,3,9,16,5,4,6,1049,3.4764173634267,-13.021485182704,0.724038336699856,10,5,46267,2136,-37343.878,-227001.823000001,-1831.98,-18688,115199,1767,0.1409423369249,0.042014988493086,-0.233779128583949,-0.0686397533463881,-0.100669304319156,-0.254106385293158,0.138185957689779,0.477438530126993,46267,2136,37343.878,227001.823000001,1831.98,18688,115199,1767,450234.681000001,266177.681000001,0.923623784032876,48403,1.12767601844329,119496.681000001,0.974974993984408,0.0124345413311256,1.1566204522178
fgridln11-0228,3.4764173634267,0,0,1049,-13.021485182704,1.91339972241142,2.17169748815264,0.757943151969798,0.870881428729411,0.724038336699856,0.556785941546014,3.59516653133463,10,3,3,9,16,5,4,7,1049,3.4764173634267,-13.021485182704,0.724038336699856,10,5,-21866,18852,-37343.878,-294222.38,-1831.98,-18688,100924,1767,-0.0666100058183989,0.370817679340664,-0.233779128583949,-0.0889655921053427,-0.100669304319156,-0.254106385293158,0.121062505697821,0.477438530126993,21866,18852,37343.878,294222.38,1831.98,18688,100924,1767,495495.238,333398.238,0.904335721414048,3014,0.992049758907752,252409.238,0.947140433972881,0.00376446658273827,1.04741569816262
fgridln11-0228,3.4764173634267,0,0,1049,-13.021485182704,1.91339972241142,2.17169748815264,0.757943151969798,0.870881428729411,0.724038336699856,0.556785941546014,3.59516653133463,10,3,3,9,16,5,4,8,1049,3.4764173634267,-13.021485182704,0.724038336699856,10,5,1165,20308,-37343.878,-286699.611999999,-6377.976,-18688,97682,247,0.00354891872214556,0.399457109699247,-0.233779128583949,-0.0866908925757176,-0.350476755687438,-0.254106385293158,0.117173592818106,0.0667387192650635,1165,20308,37343.878,286699.611999999,6377.976,18688,97682,247,468511.465999999,330421.465999999,0.905189867337564,21473,1.05664085168343,229707.465999999,0.951894641170189,0.00873636428658119,1.11003971026086
fgridln11-0228,3.4764173634267,0,0,1049,-13.021485182704,1.91339972241142,2.17169748815264,0.757943151969798,0.870881428729411,0.724038336699856,0.556785941546014,3.59516653133463,10,3,3,9,16,5,8,1,1049,3.4764173634267,-13.021485182704,0.724038336699856,10,5,50248,-2062,-31564.238,97344.4399999999,-31.1150000000016,-18688,71321,1767,0.153069586223494,-0.0405594130490372,-0.197597583573307,0.029434558114726,-0.00170980327508526,-0.254106385293158,0.0855524847298393,0.477438530126993,50248,2062,31564.238,97344.4399999999,31.1150000000016,18688,71321,1767,273025.793,65749.0869999998,1.01886584348277,48186,1.12710362218682,168335.086999999,1.03525274952875,0.00704398124273073,1.08872313809345
fgridln11-0228,3.4764173634267,0,0,1049,-13.021485182704,1.91339972241142,2.17169748815264,0.757943151969798,0.870881428729411,0.724038336699856,0.556785941546014,3.59516653133463,10,3,3,9,16,5,8,2,1049,3.4764173634267,-13.021485182704,0.724038336699856,10,5,52097,4754,-33356.906,-241467.469000001,1921.074,-18688,73874,247,0.158702161946452,0.0935108873109227,-0.208819994991862,-0.0730138079698884,0.105565117045829,-0.254106385293158,0.0886149136570176,0.0667387192650635,52097,4754,33356.906,241467.469000001,1921.074,18688,73874,247,426405.449,272903.301,0.921693955041568,56851,1.14995990588434,160619.301000001,0.966363091090829,0.0150836381286771,1.18998740378864
