appliance-elect,appliance-gas,space-heating-gas,space-heating-elect,space-heating-oil,water-heating-gas,water-heating-elect,water-heating-oil
401798.46,50839.47,3307148.22,159739.5,18197.9,871980.38,40618.61,3701.01
